,Event,Year,Gender,Position,Medal,Athlete,NOC,Time,Distance
0,100 metres,1896,M,1,Gold,Tom Burke,USA,12.0,NaN
1,100 metres,1896,M,2,Silver,Fritz Hofmann,GER,NaN,NaN
2,100 metres,1896,M,3,Bronze,Alajos Szokoly,HUN,NaN,NaN
3,100 metres,1896,M,3,Bronze,Frank Lane,USA,NaN,NaN
4,400 metres,1896,M,1,Gold,Tom Burke,USA,54.2,NaN
5,400 metres,1896,M,2,Silver,Herbert Jamison,USA,55.2,NaN
6,400 metres,1896,M,3,Bronze,Charles Gmelin,GBR,NaN,NaN
7,800 metres,1896,M,1,Gold,Teddy Flack,AUS,131.0,NaN
8,800 metres,1896,M,2,Silver,NÃ¡ndor DÃ¡ni,HUN,131.8,NaN
9,800 metres,1896,M,3,Bronze,Dimitrios Golemis,GRE,NaN,NaN
10,"1,500 metres",1896,M,1,Gold,Teddy Flack,AUS,273.2,NaN
11,"1,500 metres",1896,M,2,Silver,Arthur C. Blake,USA,NaN,NaN
12,"1,500 metres",1896,M,3,Bronze,Albin Lermusiaux,FRA,NaN,NaN
13,Marathon,1896,M,1,Gold,Spyros Louis,GRE,10730.0,NaN
14,Marathon,1896,M,2,Silver,Kharilaos Vasilakos,GRE,11163.0,NaN
15,Marathon,1896,M,3,Bronze,Gyula Kellner,HUN,11195.0,NaN
16,Long Jump,1896,M,1,Gold,Ellery Clark,USA,NaN,6.35
17,Long Jump,1896,M,2,Silver,Bob Garrett,USA,NaN,6.00
18,Long Jump,1896,M,3,Bronze,James B. Connolly,USA,NaN,5.84
19,Triple Jump,1896,M,1,Gold,James B. Connolly,USA,NaN,13.71
20,Triple Jump,1896,M,2,Silver,Alexandre TuffÃ¨ri,FRA,NaN,12.70
21,Triple Jump,1896,M,3,Bronze,Ioannis Persakis,GRE,NaN,12.52
22,Shot Put,1896,M,1,Gold,Bob Garrett,USA,NaN,11.22
23,Shot Put,1896,M,2,Silver,Miltiadis Gouskos,GRE,NaN,11.03
24,Shot Put,1896,M,3,Bronze,Georgios Papasideris,GRE,NaN,10.36
25,Discus Throw,1896,M,1,Gold,Bob Garrett,USA,NaN,29.150
26,Discus Throw,1896,M,2,Silver,Panagiotis Paraskevopoulos,GRE,NaN,28.955
27,Discus Throw,1896,M,3,Bronze,Sotirios Versis,GRE,NaN,27.780
28,100 metres,1900,M,1,Gold,Frank Jarvis,USA,11.0,NaN
29,100 metres,1900,M,2,Silver,Walter Tewksbury,USA,NaN,NaN
30,100 metres,1900,M,3,Bronze,Stan Rowley,AUS,NaN,NaN
31,200 metres,1900,M,1,Gold,Walter Tewksbury,USA,22.2,NaN
32,200 metres,1900,M,2,Silver,Norman Pritchard,IND,NaN,NaN
33,200 metres,1900,M,3,Bronze,Stan Rowley,AUS,NaN,NaN
34,400 metres,1900,M,1,Gold,Maxey Long,USA,49.4,NaN
35,400 metres,1900,M,2,Silver,Bill Holland,USA,NaN,NaN
36,400 metres,1900,M,3,Bronze,Ernst Schultz,DEN,NaN,NaN
37,800 metres,1900,M,1,Gold,Alfred Tysoe,GBR,121.2,NaN
38,800 metres,1900,M,2,Silver,John Cregan,USA,NaN,NaN
39,800 metres,1900,M,3,Bronze,Dave Hall,USA,NaN,NaN
40,"1,500 metres",1900,M,1,Gold,Charles Bennett,GBR,246.2,NaN
41,"1,500 metres",1900,M,2,Silver,Henry Deloge,FRA,NaN,NaN
42,"1,500 metres",1900,M,3,Bronze,John Bray,USA,NaN,NaN
43,Marathon,1900,M,1,Gold,Michel ThÃ©ato,FRA,10785.0,NaN
44,Marathon,1900,M,2,Silver,Ãmile Champion,FRA,11057.0,NaN
45,Marathon,1900,M,3,Bronze,Ernst Fast,SWE,13034.0,NaN
46,Long Jump,1900,M,1,Gold,Al Kraenzlein,USA,NaN,7.185
47,Long Jump,1900,M,2,Silver,Meyer Prinstein,USA,NaN,7.175
48,Long Jump,1900,M,3,Bronze,Pat Leahy,GBR,NaN,6.950
49,Triple Jump,1900,M,1,Gold,Meyer Prinstein,USA,NaN,14.47
50,Triple Jump,1900,M,2,Silver,James B. Connolly,USA,NaN,13.97
51,Triple Jump,1900,M,3,Bronze,Lewis Sheldon,USA,NaN,13.64
52,Shot Put,1900,M,1,Gold,Dick Sheldon,USA,NaN,14.10
53,Shot Put,1900,M,2,Silver,Josiah McCracken,USA,NaN,NaN
54,Shot Put,1900,M,3,Bronze,Bob Garrett,USA,NaN,NaN
55,Discus Throw,1900,M,1,Gold,Rudolf Bauer,HUN,NaN,NaN
56,Discus Throw,1900,M,2,Silver,FrantiÅ¡ek Janda-Suk,BOH,NaN,35.14
57,Discus Throw,1900,M,3,Bronze,Dick Sheldon,USA,NaN,34.60
58,Hammer Throw,1900,M,1,Gold,John Flanagan,USA,NaN,51.01
59,Hammer Throw,1900,M,2,Silver,Truxtun Hare,USA,NaN,46.26
60,Hammer Throw,1900,M,3,Bronze,Josiah McCracken,USA,NaN,43.58
61,100 metres,1904,M,1,Gold,Archie Hahn,USA,11.0,NaN
62,100 metres,1904,M,2,Silver,Nate Cartmell,USA,11.2,NaN
63,100 metres,1904,M,3,Bronze,Bill Hogenson,USA,11.2,NaN
64,200 metres,1904,M,1,Gold,Archie Hahn,USA,21.6,NaN
65,200 metres,1904,M,2,Silver,Nate Cartmell,USA,21.9,NaN
66,200 metres,1904,M,3,Bronze,Bill Hogenson,USA,NaN,NaN
67,400 metres,1904,M,1,Gold,Harry Hillman,USA,49.2,NaN
68,400 metres,1904,M,2,Silver,Frank Waller,USA,49.9,NaN
69,400 metres,1904,M,3,Bronze,Herman Groman,USA,50.0,NaN
70,800 metres,1904,M,1,Gold,Jim Lightbody,USA,116.0,NaN
71,800 metres,1904,M,2,Silver,Howard Valentine,USA,116.3,NaN
72,800 metres,1904,M,3,Bronze,Emil Breitkreutz,USA,116.4,NaN
73,"1,500 metres",1904,M,1,Gold,Jim Lightbody,USA,245.4,NaN
74,"1,500 metres",1904,M,2,Silver,Bill Verner,USA,246.8,NaN
75,"1,500 metres",1904,M,3,Bronze,Lacey Hearn,USA,NaN,NaN
76,Marathon,1904,M,1,Gold,Tom Hicks,USA,12533.0,NaN
77,Marathon,1904,M,2,Silver,Albert Corey,USA,12892.0,NaN
78,Marathon,1904,M,3,Bronze,Arthur Newton,USA,13653.0,NaN
79,Long Jump,1904,M,1,Gold,Meyer Prinstein,USA,NaN,7.34
80,Long Jump,1904,M,2,Silver,Dan Frank,USA,NaN,6.89
81,Long Jump,1904,M,3,Bronze,Robert Stangland,USA,NaN,6.88
82,Triple Jump,1904,M,1,Gold,Meyer Prinstein,USA,NaN,14.32
83,Triple Jump,1904,M,2,Silver,Fred Engelhardt,USA,NaN,13.90
84,Triple Jump,1904,M,3,Bronze,Robert Stangland,USA,NaN,13.36
85,Shot Put,1904,M,1,Gold,Ralph Rose,USA,NaN,14.81
86,Shot Put,1904,M,2,Silver,Wesley Coe,USA,NaN,14.40
87,Shot Put,1904,M,3,Bronze,Lawrence Feuerbach,USA,NaN,13.37
88,Discus Throw,1904,M,1,Gold,Martin Sheridan,USA,NaN,39.28
89,Discus Throw,1904,M,2,Silver,Ralph Rose,USA,NaN,39.28
90,Discus Throw,1904,M,3,Bronze,Nikolaos Georgantas,GRE,NaN,37.68
91,Hammer Throw,1904,M,1,Gold,John Flanagan,USA,NaN,51.23
92,Hammer Throw,1904,M,2,Silver,John DeWitt,USA,NaN,50.26
93,Hammer Throw,1904,M,3,Bronze,Ralph Rose,USA,NaN,45.73
94,100 metres,1908,M,1,Gold,Reggie Walker,RSA,10.8,NaN
95,100 metres,1908,M,2,Silver,James Rector,USA,NaN,NaN
96,100 metres,1908,M,3,Bronze,Bobby Kerr,CAN,NaN,NaN
97,200 metres,1908,M,1,Gold,Bobby Kerr,CAN,22.6,NaN
98,200 metres,1908,M,2,Silver,Bobby Cloughen,USA,NaN,NaN
99,200 metres,1908,M,3,Bronze,Nate Cartmell,USA,NaN,NaN
100,400 metres,1908,M,1,Gold,Wyndham Halswelle,GBR,NaN,NaN
101,800 metres,1908,M,1,Gold,Mel Sheppard,USA,112.8,NaN
102,800 metres,1908,M,2,Silver,Emilio Lunghi,ITA,NaN,NaN
103,800 metres,1908,M,3,Bronze,Hanns Braun,GER,NaN,NaN
104,"1,500 metres",1908,M,1,Gold,Mel Sheppard,USA,243.4,NaN
105,"1,500 metres",1908,M,2,Silver,Harold Wilson,GBR,NaN,NaN
106,"1,500 metres",1908,M,3,Bronze,Norman Hallows,GBR,NaN,NaN
107,Marathon,1908,M,1,Gold,Johnny Hayes,USA,10518.4,NaN
108,Marathon,1908,M,2,Silver,Charles Hefferon,RSA,10566.0,NaN
109,Marathon,1908,M,3,Bronze,Joe Forshaw,USA,10630.4,NaN
110,Long Jump,1908,M,1,Gold,Frank Irons,USA,NaN,NaN
111,Long Jump,1908,M,2,Silver,Dan Kelly,USA,NaN,NaN
112,Long Jump,1908,M,3,Bronze,Cal Bricker,CAN,NaN,NaN
113,Triple Jump,1908,M,1,Gold,Tim Ahearne,GBR,NaN,14.92
114,Triple Jump,1908,M,2,Silver,Garfield MacDonald,CAN,NaN,14.76
115,Triple Jump,1908,M,3,Bronze,Edvard Larsen,NOR,NaN,14.39
116,Shot Put,1908,M,1,Gold,Ralph Rose,USA,NaN,14.21
117,Shot Put,1908,M,2,Silver,Denis Horgan,GBR,NaN,13.62
118,Shot Put,1908,M,3,Bronze,Johnny Garrels,USA,NaN,13.18
119,Discus Throw,1908,M,1,Gold,Martin Sheridan,USA,NaN,40.89
120,Discus Throw,1908,M,2,Silver,Merritt Giffin,USA,NaN,40.70
121,Discus Throw,1908,M,3,Bronze,Bill Horr,USA,NaN,39.45
122,Discus Throw,1908,F,1,Gold,Martin Sheridan,USA,NaN,37.99
123,Discus Throw,1908,F,2,Silver,Bill Horr,USA,NaN,37.32
124,Discus Throw,1908,F,3,Bronze,Verner JÃ¤rvinen,FIN,NaN,36.48
125,Hammer Throw,1908,M,1,Gold,John Flanagan,USA,NaN,51.92
126,Hammer Throw,1908,M,2,Silver,Matt McGrath,USA,NaN,51.18
127,Hammer Throw,1908,M,3,Bronze,Con Walsh,CAN,NaN,48.51
128,Javelin Throw,1908,M,1,Gold,Eric Lemming,SWE,NaN,54.83
129,Javelin Throw,1908,M,2,Silver,Arne Halse,NOR,NaN,50.57
130,Javelin Throw,1908,M,3,Bronze,Otto Nilsson,SWE,NaN,47.11
131,Javelin Throw,1908,F,1,Gold,Eric Lemming,SWE,NaN,54.44
132,Javelin Throw,1908,F,2,Silver,Mikhail Dorizas,GRE,NaN,51.36
133,Javelin Throw,1908,F,3,Bronze,Arne Halse,NOR,NaN,49.73
134,100 metres,1912,M,1,Gold,Ralph Craig,USA,10.8,NaN
135,100 metres,1912,M,2,Silver,Alvah Meyer,USA,NaN,NaN
136,100 metres,1912,M,3,Bronze,Donald Lippincott,USA,NaN,NaN
137,200 metres,1912,M,1,Gold,Ralph Craig,USA,21.7,NaN
138,200 metres,1912,M,2,Silver,Donald Lippincott,USA,21.8,NaN
139,200 metres,1912,M,3,Bronze,Willie Applegarth,GBR,21.9,NaN
140,400 metres,1912,M,1,Gold,Charles Reidpath,USA,48.2,NaN
141,400 metres,1912,M,2,Silver,Hanns Braun,GER,48.3,NaN
142,400 metres,1912,M,3,Bronze,Ed Lindberg,USA,48.4,NaN
143,800 metres,1912,M,1,Gold,Ted Meredith,USA,111.9,NaN
144,800 metres,1912,M,2,Silver,Mel Sheppard,USA,112.0,NaN
145,800 metres,1912,M,3,Bronze,Ira Davenport,USA,112.0,NaN
146,"1,500 metres",1912,M,1,Gold,Arnold Jackson,GBR,236.8,NaN
147,"1,500 metres",1912,M,2,Silver,Abel Kiviat,USA,236.9,NaN
148,"1,500 metres",1912,M,3,Bronze,Norm Taber,USA,236.9,NaN
149,"5,000 metres",1912,M,1,Gold,Hannes Kolehmainen,FIN,876.6,NaN
150,"5,000 metres",1912,M,2,Silver,Jean Bouin,FRA,876.7,NaN
151,"5,000 metres",1912,M,3,Bronze,George Hutson,GBR,907.6,NaN
152,"10,000 metres",1912,M,1,Gold,Hannes Kolehmainen,FIN,1880.8,NaN
153,"10,000 metres",1912,M,2,Silver,Lewis Tewanima,USA,1926.6,NaN
154,"10,000 metres",1912,M,3,Bronze,Albin Stenroos,FIN,1941.8,NaN
155,Marathon,1912,M,1,Gold,Ken McArthur,RSA,9414.8,NaN
156,Marathon,1912,M,2,Silver,Chris Gitsham,RSA,9472.0,NaN
157,Marathon,1912,M,3,Bronze,Gaston Strobino,USA,9522.4,NaN
158,Long Jump,1912,M,1,Gold,Albert Gutterson,USA,NaN,7.60
159,Long Jump,1912,M,2,Silver,Cal Bricker,CAN,NaN,7.21
160,Long Jump,1912,M,3,Bronze,Georg Ãberg,SWE,NaN,7.18
161,Triple Jump,1912,M,1,Gold,Topsy Lindblom,SWE,NaN,14.76
162,Triple Jump,1912,M,2,Silver,Georg Ãberg,SWE,NaN,14.51
163,Triple Jump,1912,M,3,Bronze,Erik AlmlÃ¶f,SWE,NaN,14.17
164,Shot Put,1912,M,1,Gold,Pat McDonald,USA,NaN,15.34
165,Shot Put,1912,M,2,Silver,Ralph Rose,USA,NaN,15.25
166,Shot Put,1912,M,3,Bronze,Larry Whitney,USA,NaN,13.93
168,Shot Put,1912,F,2,Silver,Pat McDonald,USA,NaN,27.53
169,Shot Put,1912,F,3,Bronze,Elmer Niklander,FIN,NaN,27.14
170,Discus Throw,1912,M,1,Gold,Armas Taipale,FIN,NaN,45.21
171,Discus Throw,1912,M,2,Silver,Dick Byrd,USA,NaN,42.32
172,Discus Throw,1912,M,3,Bronze,Jim Duncan,USA,NaN,42.28
173,Discus Throw,1912,F,1,Gold,Armas Taipale,FIN,NaN,82.86
174,Discus Throw,1912,F,2,Silver,Elmer Niklander,FIN,NaN,77.96
175,Discus Throw,1912,F,3,Bronze,Emil Magnusson,SWE,NaN,77.37
176,Hammer Throw,1912,M,1,Gold,Matt McGrath,USA,NaN,54.74
177,Hammer Throw,1912,M,2,Silver,Duncan Gillis,CAN,NaN,47.24
178,Hammer Throw,1912,M,3,Bronze,Clarence Childs,USA,NaN,NaN
179,Javelin Throw,1912,M,1,Gold,Eric Lemming,SWE,NaN,60.64
180,Javelin Throw,1912,M,2,Silver,Julius Saaristo,FIN,NaN,58.66
181,Javelin Throw,1912,M,3,Bronze,MiklÃ³s KovÃ¡cs,HUN,NaN,55.50
182,Javelin Throw,1912,F,1,Gold,Julius Saaristo,FIN,NaN,NaN
183,Javelin Throw,1912,F,2,Silver,VÃ¤inÃ¶ Siikaniemi,FIN,NaN,NaN
184,Javelin Throw,1912,F,3,Bronze,Urho Peltonen,FIN,NaN,NaN
185,100 metres,1920,M,1,Gold,Charley Paddock,USA,10.8,NaN
186,100 metres,1920,M,2,Silver,Morris Kirksey,USA,NaN,NaN
187,100 metres,1920,M,3,Bronze,Harry Edward,GBR,NaN,NaN
188,200 metres,1920,M,1,Gold,Allen Woodring,USA,22.0,NaN
189,200 metres,1920,M,2,Silver,Charley Paddock,USA,NaN,NaN
190,200 metres,1920,M,3,Bronze,Harry Edward,GBR,NaN,NaN
191,400 metres,1920,M,1,Gold,Bevil Rudd,RSA,49.6,NaN
192,400 metres,1920,M,2,Silver,Guy Butler,GBR,NaN,NaN
193,400 metres,1920,M,3,Bronze,Nils Engdahl,SWE,NaN,NaN
194,800 metres,1920,M,1,Gold,Albert Hill,GBR,113.4,NaN
195,800 metres,1920,M,2,Silver,Earl Eby,USA,113.6,NaN
196,800 metres,1920,M,3,Bronze,Bevil Rudd,RSA,NaN,NaN
197,"1,500 metres",1920,M,1,Gold,Albert Hill,GBR,241.8,NaN
198,"1,500 metres",1920,M,2,Silver,Philip Baker,GBR,NaN,NaN
199,"1,500 metres",1920,M,3,Bronze,Larry Shields,USA,NaN,NaN
200,"5,000 metres",1920,M,1,Gold,Joseph Guillemot,FRA,895.6,NaN
201,"5,000 metres",1920,M,2,Silver,Paavo Nurmi,FIN,900.0,NaN
202,"5,000 metres",1920,M,3,Bronze,Eric Backman,SWE,913.0,NaN
203,"10,000 metres",1920,M,1,Gold,Paavo Nurmi,FIN,1905.8,NaN
204,"10,000 metres",1920,M,2,Silver,Joseph Guillemot,FRA,NaN,NaN
205,"10,000 metres",1920,M,3,Bronze,James Wilson,GBR,NaN,NaN
206,Marathon,1920,M,1,Gold,Hannes Kolehmainen,FIN,9155.8,NaN
207,Marathon,1920,M,2,Silver,JÃ¼ri Lossman,EST,9168.6,NaN
208,Marathon,1920,M,3,Bronze,Valerio Arri,ITA,9397.8,NaN
209,Long Jump,1920,M,1,Gold,William Petersson,SWE,NaN,7.150
210,Long Jump,1920,M,2,Silver,Carl Johnson,USA,NaN,7.095
211,Long Jump,1920,M,3,Bronze,Erik Abrahamsson,SWE,NaN,7.080
212,Triple Jump,1920,M,1,Gold,Ville Tuulos,FIN,NaN,14.505
213,Triple Jump,1920,M,2,Silver,Folke Jansson,SWE,NaN,14.480
214,Triple Jump,1920,M,3,Bronze,Erik AlmlÃ¶f,SWE,NaN,14.270
215,Shot Put,1920,M,1,Gold,Ville PÃ¶rhÃ¶lÃ¤,FIN,NaN,14.810
216,Shot Put,1920,M,2,Silver,Elmer Niklander,FIN,NaN,14.155
217,Shot Put,1920,M,3,Bronze,Harry Liversedge,USA,NaN,14.150
218,Discus Throw,1920,M,1,Gold,Elmer Niklander,FIN,NaN,44.685
219,Discus Throw,1920,M,2,Silver,Armas Taipale,FIN,NaN,44.190
220,Discus Throw,1920,M,3,Bronze,Gus Pope,USA,NaN,42.130
221,Hammer Throw,1920,M,1,Gold,Paddy Ryan,USA,NaN,52.875
222,Hammer Throw,1920,M,2,Silver,Carl Johan Lind,SWE,NaN,48.430
223,Hammer Throw,1920,M,3,Bronze,Basil Bennett,USA,NaN,48.230
224,Javelin Throw,1920,M,1,Gold,Jonni MyyrÃ¤,FIN,NaN,65.780
225,Javelin Throw,1920,M,2,Silver,Urho Peltonen,FIN,NaN,63.605
226,Javelin Throw,1920,M,3,Bronze,Paavo Johansson,FIN,NaN,63.095
227,100 metres,1924,M,1,Gold,Harold Abrahams,GBR,10.6,NaN
228,100 metres,1924,M,2,Silver,Jackson Scholz,USA,10.7,NaN
229,100 metres,1924,M,3,Bronze,Arthur Porritt,NZL,10.8,NaN
230,200 metres,1924,M,1,Gold,Jackson Scholz,USA,21.6,NaN
231,200 metres,1924,M,2,Silver,Charley Paddock,USA,21.7,NaN
232,200 metres,1924,M,3,Bronze,Eric Liddell,GBR,21.9,NaN
233,400 metres,1924,M,1,Gold,Eric Liddell,GBR,47.6,NaN
234,400 metres,1924,M,2,Silver,Ray Fitch,USA,48.4,NaN
235,400 metres,1924,M,3,Bronze,Guy Butler,GBR,48.6,NaN
236,800 metres,1924,M,1,Gold,Douglas Lowe,GBR,112.4,NaN
237,800 metres,1924,M,2,Silver,Paul Martin,SUI,112.6,NaN
238,800 metres,1924,M,3,Bronze,Sky Enck,USA,113.0,NaN
239,"1,500 metres",1924,M,1,Gold,Paavo Nurmi,FIN,233.6,NaN
240,"1,500 metres",1924,M,2,Silver,Willy SchÃ¤rer,SUI,235.0,NaN
241,"1,500 metres",1924,M,3,Bronze,Henry Stallard,GBR,235.6,NaN
242,"5,000 metres",1924,M,1,Gold,Paavo Nurmi,FIN,871.2,NaN
243,"5,000 metres",1924,M,2,Silver,Ville Ritola,FIN,871.4,NaN
244,"5,000 metres",1924,M,3,Bronze,Edvin Wide,SWE,901.8,NaN
245,"10,000 metres",1924,F,1,Gold,Ville Ritola,FIN,1823.2,NaN
246,"10,000 metres",1924,F,2,Silver,Edvin Wide,SWE,1855.2,NaN
247,"10,000 metres",1924,F,3,Bronze,Eero Berg,FIN,1903.0,NaN
248,Marathon,1924,M,1,Gold,Albin Stenroos,FIN,9682.6,NaN
249,Marathon,1924,M,2,Silver,Romeo Bertini,ITA,10039.6,NaN
250,Marathon,1924,M,3,Bronze,Clarence DeMar,USA,10094.0,NaN
251,Long Jump,1924,M,1,Gold,DeHart Hubbard,USA,NaN,7.445
252,Long Jump,1924,M,2,Silver,Ned Gourdin,USA,NaN,7.275
253,Long Jump,1924,M,3,Bronze,Sverre Hansen,NOR,NaN,7.260
254,Triple Jump,1924,M,1,Gold,Nick Winter,AUS,NaN,15.525
255,Triple Jump,1924,M,2,Silver,Luis Brunetto,ARG,NaN,15.425
256,Triple Jump,1924,M,3,Bronze,Ville Tuulos,FIN,NaN,15.370
257,Shot Put,1924,M,1,Gold,Bud Houser,USA,NaN,14.995
258,Shot Put,1924,M,2,Silver,Glenn Hartranft,USA,NaN,14.895
259,Shot Put,1924,M,3,Bronze,Ralph Hills,USA,NaN,14.640
260,Discus Throw,1924,M,1,Gold,Bud Houser,USA,NaN,46.155
261,Discus Throw,1924,M,2,Silver,Vilho Niittymaa,FIN,NaN,44.950
262,Discus Throw,1924,M,3,Bronze,Tom Lieb,USA,NaN,44.830
263,Hammer Throw,1924,M,1,Gold,Fred Tootell,USA,NaN,53.295
264,Hammer Throw,1924,M,2,Silver,Matt McGrath,USA,NaN,50.840
265,Hammer Throw,1924,M,3,Bronze,Malcolm Nokes,GBR,NaN,48.875
266,Javelin Throw,1924,M,1,Gold,Jonni MyyrÃ¤,FIN,NaN,62.96
267,Javelin Throw,1924,M,2,Silver,Gunnar LindstrÃ¶m,SWE,NaN,60.92
268,Javelin Throw,1924,M,3,Bronze,Gene Oberst,USA,NaN,58.35
269,100 metres,1928,M,1,Gold,Percy Williams,CAN,10.8,NaN
270,100 metres,1928,M,2,Silver,Jack London,GBR,10.9,NaN
271,100 metres,1928,M,3,Bronze,Georg Lammers,GER,10.9,NaN
272,200 metres,1928,M,1,Gold,Percy Williams,CAN,21.8,NaN
273,200 metres,1928,M,2,Silver,Walter Rangeley,GBR,21.9,NaN
274,200 metres,1928,M,3,Bronze,Helmut KÃ¶rnig,GER,21.9,NaN
275,400 metres,1928,M,1,Gold,Ray Barbuti,USA,47.8,NaN
276,400 metres,1928,M,2,Silver,Jimmy Ball,CAN,48.0,NaN
277,400 metres,1928,M,3,Bronze,Jochen BÃ¼chner,GER,48.2,NaN
278,800 metres,1928,M,1,Gold,Douglas Lowe,GBR,111.8,NaN
279,800 metres,1928,M,2,Silver,Erik BylÃ©hn,SWE,NaN,NaN
280,800 metres,1928,M,3,Bronze,Hermann Engelhard,GER,NaN,NaN
281,"1,500 metres",1928,M,1,Gold,Harri Larva,FIN,233.2,NaN
282,"1,500 metres",1928,M,2,Silver,Jules LadoumÃ¨gue,FRA,233.8,NaN
283,"1,500 metres",1928,M,3,Bronze,Eino Purje,FIN,236.4,NaN
284,"5,000 metres",1928,M,1,Gold,Ville Ritola,FIN,878.0,NaN
285,"5,000 metres",1928,M,2,Silver,Paavo Nurmi,FIN,880.0,NaN
286,"5,000 metres",1928,M,3,Bronze,Edvin Wide,SWE,881.2,NaN
287,"10,000 metres",1928,M,1,Gold,Paavo Nurmi,FIN,1818.8,NaN
288,"10,000 metres",1928,M,2,Silver,Ville Ritola,FIN,1819.4,NaN
289,"10,000 metres",1928,M,3,Bronze,Edvin Wide,SWE,1860.8,NaN
290,Marathon,1928,M,1,Gold,Bouguera El Ouafi,FRA,9177.0,NaN
291,Marathon,1928,M,2,Silver,Manuel Plaza,CHI,9203.0,NaN
292,Marathon,1928,M,3,Bronze,Martti Marttelin,FIN,9302.0,NaN
293,Long Jump,1928,M,1,Gold,Ed Hamm,USA,NaN,7.73
294,Long Jump,1928,M,2,Silver,Sylvio Cator,HAI,NaN,7.58
295,Long Jump,1928,M,3,Bronze,Al Bates,USA,NaN,7.40
296,Triple Jump,1928,M,1,Gold,Mikio Oda,JPN,NaN,15.21
297,Triple Jump,1928,M,2,Silver,Lee Casey,USA,NaN,15.17
298,Triple Jump,1928,M,3,Bronze,Ville Tuulos,FIN,NaN,15.11
299,Shot Put,1928,M,1,Gold,Johnny Kuck,USA,NaN,15.87
300,Shot Put,1928,M,2,Silver,Herman Brix,USA,NaN,15.75
301,Shot Put,1928,M,3,Bronze,Emil Hirschfeld,GER,NaN,15.72
302,Discus Throw,1928,M,1,Gold,Bud Houser,USA,NaN,47.32
303,Discus Throw,1928,M,2,Silver,Antero Kivi,FIN,NaN,47.23
304,Discus Throw,1928,M,3,Bronze,Jim Corson,USA,NaN,47.10
305,Hammer Throw,1928,M,1,Gold,Pat O'Callaghan,IRL,NaN,51.39
306,Hammer Throw,1928,M,2,Silver,Ossian SkiÃ¶ld,SWE,NaN,51.29
307,Hammer Throw,1928,M,3,Bronze,Ed Black,USA,NaN,49.03
308,Javelin Throw,1928,M,1,Gold,Erik Lundqvist,SWE,NaN,66.60
309,Javelin Throw,1928,M,2,Silver,BÃ©la Szepes,HUN,NaN,65.26
310,Javelin Throw,1928,M,3,Bronze,Olav Sunde,NOR,NaN,63.97
311,100 metres,1928,F,1,Gold,Betty Robinson,USA,12.2,NaN
312,100 metres,1928,F,2,Silver,Bobby Rosenfeld,CAN,12.3,NaN
313,100 metres,1928,F,3,Bronze,Ethel Smith,CAN,12.3,NaN
314,800 metres,1928,F,1,Gold,Lina Radke-Batschauer,GER,136.8,NaN
315,800 metres,1928,F,2,Silver,Kinue Hitomi,JPN,137.6,NaN
316,800 metres,1928,F,3,Bronze,Inga Gentzel,SWE,137.8,NaN
317,Discus Throw,1928,F,1,Gold,Halina Konopacka,POL,NaN,39.62
318,Discus Throw,1928,F,2,Silver,Lillian Copeland,USA,NaN,37.08
319,Discus Throw,1928,F,3,Bronze,Ruth Svedberg,SWE,NaN,35.92
320,100 metres,1932,M,1,Gold,Eddie Tolan,USA,10.3,NaN
321,100 metres,1932,M,2,Silver,Ralph Metcalfe,USA,10.3,NaN
322,100 metres,1932,M,3,Bronze,Arthur Jonath,GER,10.4,NaN
323,200 metres,1932,M,1,Gold,Eddie Tolan,USA,21.2,NaN
324,200 metres,1932,M,2,Silver,George Simpson,USA,21.4,NaN
325,200 metres,1932,M,3,Bronze,Ralph Metcalfe,USA,21.5,NaN
326,400 metres,1932,M,1,Gold,Bill Carr,USA,46.2,NaN
327,400 metres,1932,M,2,Silver,Ben Eastman,USA,46.4,NaN
328,400 metres,1932,M,3,Bronze,Alex Wilson,CAN,47.4,NaN
329,800 metres,1932,M,1,Gold,Tommy Hampson,GBR,109.7,NaN
330,800 metres,1932,M,2,Silver,Alex Wilson,CAN,109.9,NaN
331,800 metres,1932,M,3,Bronze,Phil Edwards,CAN,111.5,NaN
332,"1,500 metres",1932,M,1,Gold,Luigi Beccali,ITA,231.2,NaN
333,"1,500 metres",1932,M,2,Silver,Jerry Cornes,GBR,232.6,NaN
334,"1,500 metres",1932,M,3,Bronze,Phil Edwards,CAN,232.8,NaN
335,"5,000 metres",1932,M,1,Gold,Lauri Lehtinen,FIN,870.0,NaN
336,"5,000 metres",1932,M,2,Silver,Ralph Hill,USA,870.0,NaN
337,"5,000 metres",1932,M,3,Bronze,Lasse Virtanen,FIN,884.0,NaN
338,"10,000 metres",1932,M,1,Gold,Janusz KusociÅski,POL,1811.4,NaN
339,"10,000 metres",1932,M,2,Silver,Volmari Iso-Hollo,FIN,1812.6,NaN
340,"10,000 metres",1932,M,3,Bronze,Lasse Virtanen,FIN,1835.0,NaN
341,Marathon,1932,M,1,Gold,Juan Carlos Zabala,ARG,9096.0,NaN
342,Marathon,1932,M,2,Silver,Sam Ferris,GBR,9115.0,NaN
343,Marathon,1932,M,3,Bronze,Armas Toivonen,FIN,9132.0,NaN
344,Long Jump,1932,M,1,Gold,Ed Gordon,USA,NaN,7.64
345,Long Jump,1932,M,2,Silver,Lambert Redd,USA,NaN,7.60
346,Long Jump,1932,M,3,Bronze,Chuhei Nanbu,JPN,NaN,7.45
