Position,Athlete,NOC,Final,Medal,Event,Gender,Year,Time,Height,Distance,Time (H)
1,Olga Rypakova,KAZ,14.98 (1),Gold,Triple Jump,F,2012,,,,
2,Caterine IbargÃ¼en,COL,14.80 (2),Silver,Triple Jump,F,2012,,,,
3,Olha Saladukha,UKR,14.79 (3),Bronze,Triple Jump,F,2012,,,,
1,Valerie Adams,NZL,20.70 (1),Gold,Shot Put,F,2012,,,,
2,Gong Lijiao,CHN,20.22 (2),Silver,Shot Put,F,2012,,,,
3,Li Ling,CHN,19.63 (3),Bronze,Shot Put,F,2012,,,,
1,Sandra PerkoviÄ,CRO,69.11 (1),Gold,Discus Throw,F,2012,,,,
2,Li Yanfeng,CHN,67.22 (2),Silver,Discus Throw,F,2012,,,,
3,Yarelis Barrios,CUB,66.38 (3),Bronze,Discus Throw,F,2012,,,,
1,Anita WÅodarczyk,POL,77.60 (1),Gold,Hammer Throw,F,2012,,,,
2,Betty Heidler,GER,77.12 (2),Silver,Hammer Throw,F,2012,,,,
3,Zhang Wenxiu,CHN,76.34 (3),Bronze,Hammer Throw,F,2012,,,,
1,Barbora Å potÃ¡kovÃ¡,CZE,69.55 (1),Gold,Javelin Throw,F,2012,,,,
2,Christina ObergfÃ¶ll,GER,65.16 (2),Silver,Javelin Throw,F,2012,,,,
3,Linda Stahl,GER,64.91 (3),Bronze,Javelin Throw,F,2012,,,,
1,Usain Bolt,JAM,9.81 (1),Gold,100 metres,M,2016,,,,
2,Justin Gatlin,USA,9.89 (2),Silver,100 metres,M,2016,,,,
3,Andre De Grasse,CAN,9.91 (3),Bronze,100 metres,M,2016,,,,
1,Usain Bolt,JAM,19.78 (1),Gold,200 metres,M,2016,,,,
2,Andre De Grasse,CAN,20.02 (2),Silver,200 metres,M,2016,,,,
3,Christophe Lemaitre,FRA,20.12 (3),Bronze,200 metres,M,2016,,,,
1,Wayde van Niekerk,RSA,43.03 (1),Gold,400 metres,M,2016,,,,
2,Kirani James,GRN,43.76 (2),Silver,400 metres,M,2016,,,,
3,LaShawn Merritt,USA,43.85 (3),Bronze,400 metres,M,2016,,,,
1,David Rudisha,KEN,1:42.15 (1),Gold,800 metres,M,2016,,,,
2,Taoufik Makhloufi,ALG,1:42.61 (2),Silver,800 metres,M,2016,,,,
3,Clayton Murphy,USA,1:42.93 (3),Bronze,800 metres,M,2016,,,,
1,Matthew Centrowitz,USA,3:50.00 (1),Gold,"1,500 metres",M,2016,,,,
2,Taoufik Makhloufi,ALG,3:50.11 (2),Silver,"1,500 metres",M,2016,,,,
3,Nick Willis,NZL,3:50.24 (3),Bronze,"1,500 metres",M,2016,,,,
1,Mo Farah,GBR,13:03.30 (1),Gold,"5,000 metres",M,2016,,,,
2,Paul Chelimo,USA,13:03.90 (2),Silver,"5,000 metres",M,2016,,,,
3,Hagos Gebrhiwet,ETH,13:04.35 (3),Bronze,"5,000 metres",M,2016,,,,
1,Mo Farah,GBR,,Gold,"10,000 metres",M,2016,,,,
2,Paul Tanui,KEN,,Silver,"10,000 metres",M,2016,,,,
3,Tamirat Tola,ETH,,Bronze,"10,000 metres",M,2016,,,,
1,Eliud Kipchoge,KEN,,Gold,Marathon,M,2016,2-08:44,,,
2,Feyisa Lilesa,ETH,,Silver,Marathon,M,2016,2-09:54,,,
3,Galen Rupp,USA,,Bronze,Marathon,M,2016,2-10:05,,,
1,Omar McLeod,JAM,13.05 (1),Gold,110 metres Hurdles,M,2016,,,,
2,Orlando Ortega,ESP,13.17 (2),Silver,110 metres Hurdles,M,2016,,,,
3,Dimitri Bascou,FRA,13.24 (3),Bronze,110 metres Hurdles,M,2016,,,,
1,Kerron Clement,USA,47.73 (1),Gold,400 metres Hurdles,M,2016,,,,
2,Boniface Tumuti,KEN,47.78 (2),Silver,400 metres Hurdles,M,2016,,,,
3,Yasmani Copello,TUR,47.92 (3),Bronze,400 metres Hurdles,M,2016,,,,
1,Conseslus Kipruto,KEN,8:03.28 (1),Gold,"3,000 metres Steeplechase",M,2016,,,,
2,Evan Jager,USA,8:04.28 (2),Silver,"3,000 metres Steeplechase",M,2016,,,,
3,Mahiedine Mekhissi-Benabbad,FRA,8:11.52 (3),Bronze,"3,000 metres Steeplechase",M,2016,,,,
1,,CHN,,Gold,20 kilometres Walk,M,2016,1-19:14,,,
2,,CHN,,Silver,20 kilometres Walk,M,2016,1-19:26,,,
3,,AUS,,Bronze,20 kilometres Walk,M,2016,1-19:37,,,
1,,SVK,,Gold,50 kilometres Walk,M,2016,3-40:58,,,
2,,AUS,,Silver,50 kilometres Walk,M,2016,3-41:16,,,
3,,JPN,,Bronze,50 kilometres Walk,M,2016,3-41:24,,,
1,Derek Drouin,CAN,,Gold,High Jump,M,2016,,,,
2,Mutaz Essa Barshim,QAT,,Silver,High Jump,M,2016,,,,
3,Bohdan Bondarenko,UKR,,Bronze,High Jump,M,2016,,,,
1,Thiago Braz,BRA,,Gold,Pole Vault,M,2016,,,,
2,Renaud Lavillenie,FRA,,Silver,Pole Vault,M,2016,,,,
3,Sam Kendricks,USA,,Bronze,Pole Vault,M,2016,,,,
1,Jeff Henderson,USA,8.38 (1),Gold,Long Jump,M,2016,,,,
2,Luvo Manyonga,RSA,8.37 (2),Silver,Long Jump,M,2016,,,,
3,Greg Rutherford,GBR,8.29 (3),Bronze,Long Jump,M,2016,,,,
1,Christian Taylor,USA,17.86 (1),Gold,Triple Jump,M,2016,,,,
2,Will Claye,USA,17.76 (2),Silver,Triple Jump,M,2016,,,,
3,Dong Bin,CHN,17.58 (3),Bronze,Triple Jump,M,2016,,,,
1,Ryan Crouser,USA,22.52 (1),Gold,Shot Put,M,2016,,,,
2,Joe Kovacs,USA,21.78 (2),Silver,Shot Put,M,2016,,,,
3,Tom Walsh,NZL,21.36 (3),Bronze,Shot Put,M,2016,,,,
1,Christoph Harting,GER,68.37 (1),Gold,Discus Throw,M,2016,,,,
2,Piotr MaÅachowski,POL,67.55 (2),Silver,Discus Throw,M,2016,,,,
3,Daniel Jasinski,GER,67.05 (3),Bronze,Discus Throw,M,2016,,,,
1,Dilshod Nazarov,TJK,78.68 (1),Gold,Hammer Throw,M,2016,,,,
2,Ivan Tsikan,BLR,77.79 (2),Silver,Hammer Throw,M,2016,,,,
3,Wojciech Nowicki,POL,77.73 (3),Bronze,Hammer Throw,M,2016,,,,
1,Thomas RÃ¶hler,GER,90.30 (1),Gold,Javelin Throw,M,2016,,,,
2,Julius Yego,KEN,88.24 (2),Silver,Javelin Throw,M,2016,,,,
3,Keshorn Walcott,TTO,85.38 (3),Bronze,Javelin Throw,M,2016,,,,
1,Elaine Thompson,JAM,10.71 (1),Gold,100 metres,F,2016,,,,
2,Tori Bowie,USA,10.83 (2),Silver,100 metres,F,2016,,,,
3,Shelly-Ann Fraser-Pryce,JAM,10.86 (3),Bronze,100 metres,F,2016,,,,
1,Elaine Thompson,JAM,21.78 (1),Gold,200 metres,F,2016,,,,
2,Dafne Schippers,NED,21.88 (2),Silver,200 metres,F,2016,,,,
3,Tori Bowie,USA,22.15 (3),Bronze,200 metres,F,2016,,,,
1,Shaunae Miller-Uibo,BAH,49.44 (1),Gold,400 metres,F,2016,,,,
2,Allyson Felix,USA,49.51 (2),Silver,400 metres,F,2016,,,,
3,Shericka Jackson,JAM,49.85 (3),Bronze,400 metres,F,2016,,,,
1,Caster Semenya,RSA,1:55.28 (1),Gold,800 metres,F,2016,,,,
2,Francine Niyonsaba,BDI,1:56.49 (2),Silver,800 metres,F,2016,,,,
3,Margaret Wambui,KEN,1:56.89 (3),Bronze,800 metres,F,2016,,,,
1,Faith Kibiegon,KEN,4:08.92 (1),Gold,"1,500 metres",F,2016,,,,
2,Genzebe Dibaba,ETH,4:10.27 (2),Silver,"1,500 metres",F,2016,,,,
3,Jenny Simpson,USA,4:10.53 (3),Bronze,"1,500 metres",F,2016,,,,
1,Vivian Cheruiyot,KEN,14:26.17 (1),Gold,"5,000 metres",F,2016,,,,
2,Hellen Obiri,KEN,14:29.77 (2),Silver,"5,000 metres",F,2016,,,,
3,Almaz Ayana,ETH,14:33.59 (3),Bronze,"5,000 metres",F,2016,,,,
1,Almaz Ayana,ETH,,Gold,"10,000 metres",F,2016,,,,
2,Vivian Cheruiyot,KEN,,Silver,"10,000 metres",F,2016,,,,
3,Tirunesh Dibaba,ETH,,Bronze,"10,000 metres",F,2016,,,,
1,Jemima Sumgong,KEN,,Gold,Marathon,F,2016,2-24:04,,,
2,Eunice Kirwa,BRN,,Silver,Marathon,F,2016,2-24:13,,,
3,Mare Dibaba,ETH,,Bronze,Marathon,F,2016,2-24:30,,,
1,Brianna Rollins,USA,12.48 (1),Gold,100 metres Hurdles,F,2016,,,,
2,Nia Ali,USA,12.59 (2),Silver,100 metres Hurdles,F,2016,,,,
3,Kristi Castlin,USA,12.61 (3),Bronze,100 metres Hurdles,F,2016,,,,
1,Dalilah Muhammad,USA,53.13 (1),Gold,400 metres Hurdles,F,2016,,,,
2,Sara Slott Petersen,DEN,53.55 (2),Silver,400 metres Hurdles,F,2016,,,,
3,Ashley Spencer,USA,53.72 (3),Bronze,400 metres Hurdles,F,2016,,,,
1,Ruth Jebet,BRN,8:59.75 (1),Gold,"3,000 metres Steeplechase",F,2016,,,,
2,Hyvin Kiyeng,KEN,9:07.12 (2),Silver,"3,000 metres Steeplechase",F,2016,,,,
3,Emma Coburn,USA,9:07.63 (3),Bronze,"3,000 metres Steeplechase",F,2016,,,,
1,,CHN,,Gold,20 kilometres Walk,F,2016,1-28:35,,,
2,,MEX,,Silver,20 kilometres Walk,F,2016,1-28:37,,,
3,,CHN,,Bronze,20 kilometres Walk,F,2016,1-28:42,,,
1,Ruth BeitÃ­a,ESP,,Gold,High Jump,F,2016,,,,
2,Mirela Demireva,BUL,,Silver,High Jump,F,2016,,,,
3,Blanka VlaÅ¡iÄ,CRO,,Bronze,High Jump,F,2016,,,,
1,Ekaterini Stefanidi,GRE,,Gold,Pole Vault,F,2016,,,,
2,Sandi Morris,USA,,Silver,Pole Vault,F,2016,,,,
3,Eliza McCartney,NZL,,Bronze,Pole Vault,F,2016,,,,
1,Tianna Bartoletta,USA,7.17 (1),Gold,Long Jump,F,2016,,,,
2,Brittney Reese,USA,7.15 (2),Silver,Long Jump,F,2016,,,,
3,Ivana Å panoviÄ,SRB,7.08 (3),Bronze,Long Jump,F,2016,,,,
1,Caterine IbargÃ¼en,COL,15.17 (1),Gold,Triple Jump,F,2016,,,,
2,Yulimar Rojas,VEN,14.98 (2),Silver,Triple Jump,F,2016,,,,
3,Olga Rypakova,KAZ,14.74 (3),Bronze,Triple Jump,F,2016,,,,
1,Michelle Carter,USA,20.63 (1),Gold,Shot Put,F,2016,,,,
2,Valerie Adams,NZL,20.42 (2),Silver,Shot Put,F,2016,,,,
3,Anita MÃ¡rton,HUN,19.87 (3),Bronze,Shot Put,F,2016,,,,
1,Sandra PerkoviÄ,CRO,69.21 (1),Gold,Discus Throw,F,2016,,,,
2,MÃ©lina Robert-Michon,FRA,66.73 (2),Silver,Discus Throw,F,2016,,,,
3,Denia Caballero,CUB,65.34 (3),Bronze,Discus Throw,F,2016,,,,
1,Anita WÅodarczyk,POL,82.29 (1),Gold,Hammer Throw,F,2016,,,,
2,Zhang Wenxiu,CHN,76.75 (2),Silver,Hammer Throw,F,2016,,,,
3,Sophie Hitchon,GBR,74.54 (3),Bronze,Hammer Throw,F,2016,,,,
1,Sara Kolak,CRO,66.18 (1),Gold,Javelin Throw,F,2016,,,,
2,Sunette Viljoen,RSA,64.92 (2),Silver,Javelin Throw,F,2016,,,,
3,Barbora Å potÃ¡kovÃ¡,CZE,64.80 (3),Bronze,Javelin Throw,F,2016,,,,
1,Lamont Marcell Jacobs,ITA,,Gold,100 metres,M,2020,,,,
2,Fred Kerley,USA,,Silver,100 metres,M,2020,,,,
3,Andre De Grasse,CAN,,Bronze,100 metres,M,2020,,,,
1,Andre De Grasse,CAN,,Gold,200 metres,M,2020,,,,
2,Kenny Bednarek,USA,,Silver,200 metres,M,2020,,,,
3,Noah Lyles,USA,,Bronze,200 metres,M,2020,,,,
1,Steven Gardiner,BAH,,Gold,400 metres,M,2020,,,,
2,Anthony Zambrano,COL,,Silver,400 metres,M,2020,,,,
3,Kirani James,GRN,,Bronze,400 metres,M,2020,,,,
1,Emmanuel Korir,KEN,,Gold,800 metres,M,2020,,,,
2,Ferguson Rotich,KEN,,Silver,800 metres,M,2020,,,,
3,Patryk Dobek,POL,,Bronze,800 metres,M,2020,,,,
1,Jakob Ingebrigtsen,NOR,,Gold,"1,500 metres",M,2020,,,,
2,Timothy Cheruiyot,KEN,,Silver,"1,500 metres",M,2020,,,,
3,Josh Kerr,GBR,,Bronze,"1,500 metres",M,2020,,,,
1,Joshua Cheptegei,UGA,,Gold,"5,000 metres",M,2020,,,,
2,Mohammed Ahmed,CAN,,Silver,"5,000 metres",M,2020,,,,
3,Paul Chelimo,USA,,Bronze,"5,000 metres",M,2020,,,,
1,Selemon Barega,ETH,,Gold,"10,000 metres",M,2020,,,,
2,Joshua Cheptegei,UGA,,Silver,"10,000 metres",M,2020,,,,
3,Jacob Kiplimo,UGA,,Bronze,"10,000 metres",M,2020,,,,
1,Eliud Kipchoge,KEN,,Gold,Marathon,M,2020,2-08:38,,,
2,Abdi Nageeye,NED,,Silver,Marathon,M,2020,2-09:58,,,
3,Bashir Abdi,BEL,,Bronze,Marathon,M,2020,2-10:00,,,
1,Hansle Parchment,JAM,,Gold,110 metres Hurdles,M,2020,,,,
2,Grant Holloway,USA,,Silver,110 metres Hurdles,M,2020,,,,
3,Ronald Levy,JAM,,Bronze,110 metres Hurdles,M,2020,,,,
1,Karsten Warholm,NOR,,Gold,400 metres Hurdles,M,2020,,,,
2,Rai Benjamin,USA,,Silver,400 metres Hurdles,M,2020,,,,
3,Alison dos Santos,BRA,,Bronze,400 metres Hurdles,M,2020,,,,
1,Soufiane El-Bakkali,MAR,,Gold,"3,000 metres Steeplechase",M,2020,,,,
2,Lamecha Girma,ETH,,Silver,"3,000 metres Steeplechase",M,2020,,,,
3,Benjamin Kigen,KEN,,Bronze,"3,000 metres Steeplechase",M,2020,,,,
1,,ITA,,Gold,20 kilometer Walk,M,2020,1-21:05,,,
2,,JPN,,Silver,20 kilometer Walk,M,2020,1-21:14,,,
3,,JPN,,Bronze,20 kilometer Walk,M,2020,1-21:28,,,
1,,POL,,Gold,50 kilometer Walk,M,2020,3-50:08,,,
2,,GER,,Silver,50 kilometer Walk,M,2020,3-50:44,,,
3,,CAN,,Bronze,50 kilometer Walk,M,2020,3-50:59,,,
=1,Mutaz Essa Barshim,QAT,,Gold,High Jump,M,2020,,,,
=1,Gianmarco Tamberi,ITA,,Gold,High Jump,M,2020,,,,
3,Maksim Nedasekau,BLR,,Bronze,High Jump,M,2020,,,,
1,Mondo Duplantis,SWE,,Gold,Pole Vault,M,2020,,,,
2,Chris Nilsen,USA,,Silver,Pole Vault,M,2020,,,,
3,Thiago Braz,BRA,,Bronze,Pole Vault,M,2020,,,,
1,Miltiadis Tentoglou,GRE,,Gold,Long Jump,M,2020,,,,
2,Juan Miguel EchevarrÃ­a,CUB,,Silver,Long Jump,M,2020,,,,
3,Maykel MassÃ³,CUB,,Bronze,Long Jump,M,2020,,,,
1,Pedro Pablo Pichardo,POR,,Gold,Triple Jump,M,2020,,,,
2,Zhu Yaming,CHN,,Silver,Triple Jump,M,2020,,,,
3,Hugues Zango,BUR,,Bronze,Triple Jump,M,2020,,,,
1,Ryan Crouser,USA,,Gold,Shot Put,M,2020,,,,
2,Joe Kovacs,USA,,Silver,Shot Put,M,2020,,,,
3,Tom Walsh,NZL,,Bronze,Shot Put,M,2020,,,,
1,Daniel StÃ¥hl,SWE,,Gold,Discus Throw,M,2020,,,,
2,Simon Pettersson,SWE,,Silver,Discus Throw,M,2020,,,,
3,Lukas WeiÃhaidinger,AUT,,Bronze,Discus Throw,M,2020,,,,
1,Wojciech Nowicki,POL,,Gold,Hammer Throw,M,2020,,,,
2,Eivind Henriksen,NOR,,Silver,Hammer Throw,M,2020,,,,
3,PaweÅ Fajdek,POL,,Bronze,Hammer Throw,M,2020,,,,
1,Neeraj Chopra,IND,,Gold,Javelin Throw,M,2020,,,,
2,Jakub Vadlejch,CZE,,Silver,Javelin Throw,M,2020,,,,
3,VÃ­tÄzslav VeselÃ½,CZE,,Bronze,Javelin Throw,M,2020,,,,
1,Elaine Thompson-Herah,JAM,,Gold,100 metres,F,2020,,,,
2,Shelly-Ann Fraser-Pryce,JAM,,Silver,100 metres,F,2020,,,,
3,Shericka Jackson,JAM,,Bronze,100 metres,F,2020,,,,
1,Elaine Thompson-Herah,JAM,,Gold,200 metres,F,2020,,,,
2,Christine Mboma,NAM,,Silver,200 metres,F,2020,,,,
3,Gabrielle Thomas,USA,,Bronze,200 metres,F,2020,,,,
1,Shaunae Miller-Uibo,BAH,,Gold,400 metres,F,2020,,,,
2,Marileidy Paulino,DOM,,Silver,400 metres,F,2020,,,,
3,Allyson Felix,USA,,Bronze,400 metres,F,2020,,,,
1,Athing Mu,USA,,Gold,800 metres,F,2020,,,,
2,Keely Hodgkinson,GBR,,Silver,800 metres,F,2020,,,,
3,Raevyn Rogers,USA,,Bronze,800 metres,F,2020,,,,
1,Faith Kibiegon,KEN,,Gold,"1,500 metres",F,2020,,,,
2,Laura Muir,GBR,,Silver,"1,500 metres",F,2020,,,,
3,Sifan Hassan,NED,,Bronze,"1,500 metres",F,2020,,,,
1,Sifan Hassan,NED,,Gold,"5,000 metres",F,2020,,,,
2,Hellen Obiri,KEN,,Silver,"5,000 metres",F,2020,,,,
3,Gudaf Tsegay,ETH,,Bronze,"5,000 metres",F,2020,,,,
1,Sifan Hassan,NED,,Gold,"10,000 metres",F,2020,,,,
2,Kalkidan Gezahegne,BRN,,Silver,"10,000 metres",F,2020,,,,
3,Letesenbet Gidey,ETH,,Bronze,"10,000 metres",F,2020,,,,
1,Peres Jepchirchir,KEN,,Gold,Marathon,F,2020,2-27:20,,,
2,Brigid Kosgei,KEN,,Silver,Marathon,F,2020,2-27:36,,,
3,Molly Seidel,USA,,Bronze,Marathon,F,2020,2-27:46,,,
1,Jasmine Camacho-Quinn,PUR,,Gold,100 metres Hurdles,F,2020,,,,
2,Keni Harrison,USA,,Silver,100 metres Hurdles,F,2020,,,,
3,Megan Tapper,JAM,,Bronze,100 metres Hurdles,F,2020,,,,
1,Sydney McLaughlin,USA,,Gold,400 metres Hurdles,F,2020,,,,
2,Dalilah Muhammad,USA,,Silver,400 metres Hurdles,F,2020,,,,
3,Femke Bol,NED,,Bronze,400 metres Hurdles,F,2020,,,,
1,Peruth Chemutai,UGA,,Gold,"3,000 metres Steeplechase",F,2020,,,,
2,Courtney Frerichs,USA,,Silver,"3,000 metres Steeplechase",F,2020,,,,
3,Hyvin Kiyeng,KEN,,Bronze,"3,000 metres Steeplechase",F,2020,,,,
1,,ITA,,Gold,20 kilometer Walk,F,2020,1-29:12,,,
2,,COL,,Silver,20 kilometer Walk,F,2020,1-29:37,,,
3,,CHN,,Bronze,20 kilometer Walk,F,2020,1-29:57,,,
1,Mariya Lasitskene,ROC,,Gold,High Jump,F,2020,,,,
2,Nicola McDermott,AUS,,Silver,High Jump,F,2020,,,,
3,Yaroslava Mahuchikh,UKR,,Bronze,High Jump,F,2020,,,,
1,Katie Nageotte,USA,,Gold,Pole Vault,F,2020,,,,
2,Anzhelika Sidorova,ROC,,Silver,Pole Vault,F,2020,,,,
3,Holly Bradshaw,GBR,,Bronze,Pole Vault,F,2020,,,,
1,Malaika Mihambo,GER,,Gold,Long Jump,F,2020,,,,
2,Brittney Reese,USA,,Silver,Long Jump,F,2020,,,,
3,Ese Brume,NGR,,Bronze,Long Jump,F,2020,,,,
1,Yulimar Rojas,VEN,,Gold,Triple Jump,F,2020,,,,
2,PatrÃ­cia Mamona,POR,,Silver,Triple Jump,F,2020,,,,
3,Ana Peleteiro,ESP,,Bronze,Triple Jump,F,2020,,,,
1,Gong Lijiao,CHN,,Gold,Shot Put,F,2020,,,,
2,Raven Saunders,USA,,Silver,Shot Put,F,2020,,,,
3,Valerie Adams,NZL,,Bronze,Shot Put,F,2020,,,,
1,Valarie Allman,USA,,Gold,Discus Throw,F,2020,,,,
2,Kristin Pudenz,GER,,Silver,Discus Throw,F,2020,,,,
3,YaimÃ© PÃ©rez,CUB,,Bronze,Discus Throw,F,2020,,,,
1,Anita WÅodarczyk,POL,,Gold,Hammer Throw,F,2020,,,,
2,Wang Zheng,CHN,,Silver,Hammer Throw,F,2020,,,,
3,Malwina Kopron,POL,,Bronze,Hammer Throw,F,2020,,,,
1,Liu Shiying,CHN,,Gold,Javelin Throw,F,2020,,,,
2,Maria Andrejczyk,POL,,Silver,Javelin Throw,F,2020,,,,
3,Kelsey-Lee Barber,AUS,,Bronze,Javelin Throw,F,2020,,,,
